City,Edition,Sport,Discipline,Athlete,NOC,Country,Gender,Event,Event_gender,Medal
Berlin,1936,Canoe / Kayak,Canoe / Kayak F,"KREBS, Ernst",GER,Germany,Men,K-1 10000m,M,Gold
Berlin,1936,Canoe / Kayak,Canoe / Kayak F,"LANDERTINGER, Fritz",AUT,Austria,Men,K-1 10000m,M,Silver
Berlin,1936,Canoe / Kayak,Canoe / Kayak F,"KRAAIER, Jacobus",NED,Netherlands,Men,K-1 1000m (kayak single),M,Bronze
Berlin,1936,Canoe / Kayak,Canoe / Kayak F,"HRADETZKY, Gregor",AUT,Austria,Men,K-1 1000m (kayak single),M,Gold
Berlin,1936,Canoe / Kayak,Canoe / Kayak F,"CÄMMERER, Helmut",GER,Germany,Men,K-1 1000m (kayak single),M,Silver
Berlin,1936,Canoe / Kayak,Canoe / Kayak F,"FAHLBORG, Tage",SWE,Sweden,Men,K-2 10000m,M,Bronze
Berlin,1936,Canoe / Kayak,Canoe / Kayak F,"LARSSON, Helge",SWE,Sweden,Men,K-2 10000m,M,Bronze
Berlin,1936,Canoe / Kayak,Canoe / Kayak F,"LANDEN, Ludwig",GER,Germany,Men,K-2 10000m,M,Gold
Berlin,1936,Canoe / Kayak,Canoe / Kayak F,"WEVERS, Paul",GER,Germany,Men,K-2 10000m,M,Gold
Berlin,1936,Canoe / Kayak,Canoe / Kayak F,"KALISCH, Viktor",AUT,Austria,Men,K-2 10000m,M,Silver
Berlin,1936,Canoe / Kayak,Canoe / Kayak F,"STEINHUBER, Karl",AUT,Austria,Men,K-2 10000m,M,Silver
Berlin,1936,Canoe / Kayak,Canoe / Kayak F,"TATES, Nicolaas",NED,Netherlands,Men,K-2 1000m (kayak double),M,Bronze
Berlin,1936,Canoe / Kayak,Canoe / Kayak F,"VAN DER KROFT, Willem Frederik",NED,Netherlands,Men,K-2 1000m (kayak double),M,Bronze
Berlin,1936,Canoe / Kayak,Canoe / Kayak F,"DORFNER, Alfons",AUT,Austria,Men,K-2 1000m (kayak double),M,Gold
Berlin,1936,Canoe / Kayak,Canoe / Kayak F,"KAINZ, Adolf",AUT,Austria,Men,K-2 1000m (kayak double),M,Gold
Berlin,1936,Canoe / Kayak,Canoe / Kayak F,"BONDROIT, Fritz",GER,Germany,Men,K-2 1000m (kayak double),M,Silver
Berlin,1936,Canoe / Kayak,Canoe / Kayak F,"TILKER, Ewald",GER,Germany,Men,K-2 1000m (kayak double),M,Silver
Berlin,1936,Cycling,Cycling Road,"NIEVERGELT, Ernst",SUI,Switzerland,Men,individual road race,M,Bronze
Berlin,1936,Cycling,Cycling Road,"CHARPENTIER, Robert",FRA,France,Men,individual road race,M,Gold
Berlin,1936,Cycling,Cycling Road,"LAPEBIE, Guy",FRA,France,Men,individual road race,M,Silver
Berlin,1936,Cycling,Cycling Road,"GARREBEEK, Auguste",BEL,Belgium,Men,team time trial,M,Bronze
Berlin,1936,Cycling,Cycling Road,"PUTZEYS, Armand",BEL,Belgium,Men,team time trial,M,Bronze
Berlin,1936,Cycling,Cycling Road,"VANDERMOTTE, Francois",BEL,Belgium,Men,team time trial,M,Bronze
Berlin,1936,Cycling,Cycling Road,"CHARPENTIER, Robert",FRA,France,Men,team time trial,M,Gold
Berlin,1936,Cycling,Cycling Road,"DORGEBRAY, Robert",FRA,France,Men,team time trial,M,Gold
Berlin,1936,Cycling,Cycling Road,"LAPEBIE, Guy",FRA,France,Men,team time trial,M,Gold
Berlin,1936,Cycling,Cycling Road,"BUCHWALDER, Edgar",SUI,Switzerland,Men,team time trial,M,Silver
Berlin,1936,Cycling,Cycling Road,"NIEVERGELT, Ernst",SUI,Switzerland,Men,team time trial,M,Silver
Berlin,1936,Cycling,Cycling Road,"OTT, Kurt",SUI,Switzerland,Men,team time trial,M,Silver
Berlin,1936,Cycling,Cycling Track,"KARSCH, Rudolf",GER,Germany,Men,1km time trial,M,Bronze
Berlin,1936,Cycling,Cycling Track,"VAN VLIET, Arie Gerrit",NED,Netherlands,Men,1km time trial,M,Gold
Berlin,1936,Cycling,Cycling Track,"GEORGET, Pierre",FRA,France,Men,1km time trial,M,Silver
Berlin,1936,Cycling,Cycling Track,"GEORGET, Pierre",FRA,France,Men,2000m tandem,M,Bronze
Berlin,1936,Cycling,Cycling Track,"MATON, Georges",FRA,France,Men,2000m tandem,M,Bronze
Berlin,1936,Cycling,Cycling Track,"IHBE, Ernst",GER,Germany,Men,2000m tandem,M,Gold
Berlin,1936,Cycling,Cycling Track,"LORENZ, Carly",GER,Germany,Men,2000m tandem,M,Gold
Berlin,1936,Cycling,Cycling Track,"LEENE, Bernardus Petrus",NED,Netherlands,Men,2000m tandem,M,Silver
Berlin,1936,Cycling,Cycling Track,"OOMS, Hendrik",NED,Netherlands,Men,2000m tandem,M,Silver
Berlin,1936,Cycling,Cycling Track,"CHAILLOT, Louis",FRA,France,Men,Sprint indivual,M,Bronze
Berlin,1936,Cycling,Cycling Track,"MERKENS, Anton (Toni)",GER,Germany,Men,Sprint indivual,M,Gold
Berlin,1936,Cycling,Cycling Track,"VAN VLIET, Arie Gerrit",NED,Netherlands,Men,Sprint indivual,M,Silver
Berlin,1936,Cycling,Cycling Track,"HILL, Harry Heaton",GBR,United Kingdom,Men,Team Pursuit (4000m),M,Bronze
Berlin,1936,Cycling,Cycling Track,"JOHNSON, Ernest Alfred",GBR,United Kingdom,Men,Team Pursuit (4000m),M,Bronze
Berlin,1936,Cycling,Cycling Track,"KING, Charles Thomas",GBR,United Kingdom,Men,Team Pursuit (4000m),M,Bronze
Berlin,1936,Cycling,Cycling Track,"MILLS, Ernest Victor",GBR,United Kingdom,Men,Team Pursuit (4000m),M,Bronze
Berlin,1936,Cycling,Cycling Track,"CHARPENTIER, Robert",FRA,France,Men,Team Pursuit (4000m),M,Gold
Berlin,1936,Cycling,Cycling Track,"GOUJON, Jean",FRA,France,Men,Team Pursuit (4000m),M,Gold
Berlin,1936,Cycling,Cycling Track,"LAPEBIE, Guy",FRA,France,Men,Team Pursuit (4000m),M,Gold
Berlin,1936,Cycling,Cycling Track,"LE NIZERHY, Roger",FRA,France,Men,Team Pursuit (4000m),M,Gold
Berlin,1936,Cycling,Cycling Track,"BIANCHI, Bianco",ITA,Italy,Men,Team Pursuit (4000m),M,Silver
Berlin,1936,Cycling,Cycling Track,"GENTILI, Mario",ITA,Italy,Men,Team Pursuit (4000m),M,Silver
Berlin,1936,Cycling,Cycling Track,"LATINI, Armando",ITA,Italy,Men,Team Pursuit (4000m),M,Silver
Berlin,1936,Cycling,Cycling Track,"RIGONI, Severino",ITA,Italy,Men,Team Pursuit (4000m),M,Silver
Berlin,1936,Equestrian,Dressage,"PODHAJSKY, Alois",AUT,Austria,Men,individual,X,Bronze
Berlin,1936,Equestrian,Dressage,"POLLAY, Heinz",GER,Germany,Men,individual,X,Gold
Berlin,1936,Equestrian,Dressage,"GERHARD, Friedrich",GER,Germany,Men,individual,X,Silver
Berlin,1936,Equestrian,Dressage,"ADLERCREUTZ, Gregor",SWE,Sweden,Men,team,X,Bronze
Berlin,1936,Equestrian,Dressage,"COLLIANDER, Sven",SWE,Sweden,Men,team,X,Bronze
Berlin,1936,Equestrian,Dressage,"SANDSTRÖM, Folke",SWE,Sweden,Men,team,X,Bronze
Berlin,1936,Equestrian,Dressage,"GERHARD, Friedrich",GER,Germany,Men,team,X,Gold
Berlin,1936,Equestrian,Dressage,"POLLAY, Heinz",GER,Germany,Men,team,X,Gold
Berlin,1936,Equestrian,Dressage,"VON OPPELN-BRONIKOWSKI, Hermann",GER,Germany,Men,team,X,Gold
Berlin,1936,Equestrian,Dressage,"DE BALLORRE, Gerard",FRA,France,Men,team,X,Silver
Berlin,1936,Equestrian,Dressage,"GILLOIS, Daniel",FRA,France,Men,team,X,Silver
Berlin,1936,Equestrian,Dressage,"JOUSSEAUME, Andre Rene",FRA,France,Men,team,X,Silver
Berlin,1936,Equestrian,Eventing,"LUNDING, Hans Matthiesen",DEN,Denmark,Men,individual,X,Bronze
Berlin,1936,Equestrian,Eventing,"STUBBENDORF, Ludwig",GER,Germany,Men,individual,X,Gold
Berlin,1936,Equestrian,Eventing,"THOMSON, Earl Foster",USA,United States,Men,individual,X,Silver
Berlin,1936,Equestrian,Eventing,"FANSHAWE, Richard Gennys",GBR,United Kingdom,Men,team,X,Bronze
Berlin,1936,Equestrian,Eventing,"HOWARD-VYSE, Edward Dacre",GBR,United Kingdom,Men,team,X,Bronze
Berlin,1936,Equestrian,Eventing,"SCOTT, Alec Brassey Jonathan",GBR,United Kingdom,Men,team,X,Bronze
Berlin,1936,Equestrian,Eventing,"LIPPERT, Rudolf",GER,Germany,Men,team,X,Gold
Berlin,1936,Equestrian,Eventing,"STUBBENDORF, Ludwig",GER,Germany,Men,team,X,Gold
Berlin,1936,Equestrian,Eventing,"VON WANGENHEIM, Konrad",GER,Germany,Men,team,X,Gold
Berlin,1936,Equestrian,Eventing,"KAWECKI, Zdzislaw",POL,Poland,Men,team,X,Silver
Berlin,1936,Equestrian,Eventing,"KULESZA, Seweryn",POL,Poland,Men,team,X,Silver
Berlin,1936,Equestrian,Eventing,"ROYCEWICZ, Henryk",POL,Poland,Men,team,X,Silver
Berlin,1936,Equestrian,Jumping,H:: SELLO,HUN,Hungary,Men,individual,X,Bronze
Berlin,1936,Equestrian,Jumping,"VON PLATTHY, Jozsef",HUN,Hungary,Men,individual,X,Bronze
Berlin,1936,Equestrian,Jumping,H:: TORA,GER,Germany,Men,individual,X,Gold
Berlin,1936,Equestrian,Jumping,"HASSE, Kurt",GER,Germany,Men,individual,X,Gold
Berlin,1936,Equestrian,Jumping,H:: DELFIS,ROU,Romania,Men,individual,X,Silver
Berlin,1936,Equestrian,Jumping,"RANG, Henri",ROU,Romania,Men,individual,X,Silver
Berlin,1936,Equestrian,Jumping,"BELTRAO, Jose",POR,Portugal,Men,team,X,Bronze
Berlin,1936,Equestrian,Jumping,"COUTINHO (MARQUES DO FUNCHAL), Domingos De Sousa",POR,Portugal,Men,team,X,Bronze
Berlin,1936,Equestrian,Jumping,"SILVA, Luiz",POR,Portugal,Men,team,X,Bronze
Berlin,1936,Equestrian,Jumping,"BRANDT, Heinz",GER,Germany,Men,team,X,Gold
Berlin,1936,Equestrian,Jumping,"HASSE, Kurt",GER,Germany,Men,team,X,Gold
Berlin,1936,Equestrian,Jumping,"VON BARNEKOW, Marten",GER,Germany,Men,team,X,Gold
Berlin,1936,Equestrian,Jumping,"DE BRUINE, Jan Adrianus",NED,Netherlands,Men,team,X,Silver
Berlin,1936,Equestrian,Jumping,"GRETER, Johan Jacob",NED,Netherlands,Men,team,X,Silver
Berlin,1936,Equestrian,Jumping,"VAN SCHAIK, Henri Louis Marie",NED,Netherlands,Men,team,X,Silver
Berlin,1936,Fencing,Fencing,"CORNAGGIA-MEDICI, Giancarlo C.",ITA,Italy,Men,épée individual,M,Bronze
Berlin,1936,Fencing,Fencing,"RICCARDI, Franco",ITA,Italy,Men,épée individual,M,Gold
Berlin,1936,Fencing,Fencing,"RAGNO, Saverio",ITA,Italy,Men,épée individual,M,Silver
Berlin,1936,Fencing,Fencing,"BUCHARD, Georges",FRA,France,Men,épée team,M,Bronze
Berlin,1936,Fencing,Fencing,"CATTIAU, Philippe",FRA,France,Men,épée team,M,Bronze
Berlin,1936,Fencing,Fencing,"DULIEUX, Henri",FRA,France,Men,épée team,M,Bronze
Berlin,1936,Fencing,Fencing,"PECHEUX, Michel",FRA,France,Men,épée team,M,Bronze
Berlin,1936,Fencing,Fencing,"SCHMETZ, Bernard",FRA,France,Men,épée team,M,Bronze
Berlin,1936,Fencing,Fencing,"WORMSER, Paul",FRA,France,Men,épée team,M,Bronze
Berlin,1936,Fencing,Fencing,"BRUSATI, Giancarlo",ITA,Italy,Men,épée team,M,Gold
Berlin,1936,Fencing,Fencing,"CORNAGGIA-MEDICI, Giancarlo C.",ITA,Italy,Men,épée team,M,Gold
Berlin,1936,Fencing,Fencing,"MANGIAROTTI, Edoardo",ITA,Italy,Men,épée team,M,Gold
Berlin,1936,Fencing,Fencing,"PEZZANA, Alfredo",ITA,Italy,Men,épée team,M,Gold
Berlin,1936,Fencing,Fencing,"RAGNO, Saverio",ITA,Italy,Men,épée team,M,Gold
Berlin,1936,Fencing,Fencing,"RICCARDI, Franco",ITA,Italy,Men,épée team,M,Gold
Berlin,1936,Fencing,Fencing,"ALMGREN, Gustav",SWE,Sweden,Men,épée team,M,Silver
Berlin,1936,Fencing,Fencing,"CEDERIN, Birger",SWE,Sweden,Men,épée team,M,Silver
Berlin,1936,Fencing,Fencing,"DRAKENBERG, Hans",SWE,Sweden,Men,épée team,M,Silver
Berlin,1936,Fencing,Fencing,"DYRSSEN, Gustaf",SWE,Sweden,Men,épée team,M,Silver
Berlin,1936,Fencing,Fencing,"GRANFELT, Hans",SWE,Sweden,Men,épée team,M,Silver
Berlin,1936,Fencing,Fencing,"THOFELT, Sven",SWE,Sweden,Men,épée team,M,Silver
Berlin,1936,Fencing,Fencing,"BOCCHINO, Giorgio",ITA,Italy,Men,foil individual,M,Bronze
Berlin,1936,Fencing,Fencing,"GAUDINI, Giulio",ITA,Italy,Men,foil individual,M,Gold
Berlin,1936,Fencing,Fencing,"GARDERE, Edouard",FRA,France,Men,foil individual,M,Silver
Berlin,1936,Fencing,Fencing,"PREIS-MÜLLER, Ellen S.",AUT,Austria,Women,foil individual,W,Bronze
Berlin,1936,Fencing,Fencing,"ELEK, Ilona",HUN,Hungary,Women,foil individual,W,Gold
Berlin,1936,Fencing,Fencing,"MAYER, Helene",GER,Germany,Women,foil individual,W,Silver
Berlin,1936,Fencing,Fencing,"ADAM, Otto",GER,Germany,Men,foil team,M,Bronze
Berlin,1936,Fencing,Fencing,"CASMIR, Erwin",GER,Germany,Men,foil team,M,Bronze
Berlin,1936,Fencing,Fencing,"EISENECKER, Julius",GER,Germany,Men,foil team,M,Bronze
Berlin,1936,Fencing,Fencing,"HEIM, August",GER,Germany,Men,foil team,M,Bronze
Berlin,1936,Fencing,Fencing,"LERDON, Siegfried",GER,Germany,Men,foil team,M,Bronze
Berlin,1936,Fencing,Fencing,"ROSENBAUER, Stefan",GER,Germany,Men,foil team,M,Bronze
Berlin,1936,Fencing,Fencing,"BOCCHINO, Giorgio",ITA,Italy,Men,foil team,M,Gold
Berlin,1936,Fencing,Fencing,"DI ROSA, Manlio",ITA,Italy,Men,foil team,M,Gold
Berlin,1936,Fencing,Fencing,"GAUDINI, Giulio",ITA,Italy,Men,foil team,M,Gold
Berlin,1936,Fencing,Fencing,"GUARAGNA, Gioachino",ITA,Italy,Men,foil team,M,Gold
Berlin,1936,Fencing,Fencing,"MARZI, Gustavo",ITA,Italy,Men,foil team,M,Gold
Berlin,1936,Fencing,Fencing,"VERRATTI, Ciro",ITA,Italy,Men,foil team,M,Gold
Berlin,1936,Fencing,Fencing,"BONDOUX, René",FRA,France,Men,foil team,M,Silver
Berlin,1936,Fencing,Fencing,"BOUGNOL, René",FRA,France,Men,foil team,M,Silver
Berlin,1936,Fencing,Fencing,"COUTROT, Jacques",FRA,France,Men,foil team,M,Silver
Berlin,1936,Fencing,Fencing,"GARDERE, André",FRA,France,Men,foil team,M,Silver
Berlin,1936,Fencing,Fencing,"GARDERE, Edouard",FRA,France,Men,foil team,M,Silver
Berlin,1936,Fencing,Fencing,"LEMOINE, René",FRA,France,Men,foil team,M,Silver
Berlin,1936,Fencing,Fencing,"GEREVICH, Aladar",HUN,Hungary,Men,sabre individual,M,Bronze
Berlin,1936,Fencing,Fencing,"KABOS, Endre",HUN,Hungary,Men,sabre individual,M,Gold
Berlin,1936,Fencing,Fencing,"MARZI, Gustavo",ITA,Italy,Men,sabre individual,M,Silver
Berlin,1936,Fencing,Fencing,"CASMIR, Erwin",GER,Germany,Men,sabre team,M,Bronze
Berlin,1936,Fencing,Fencing,"EISENECKER, Julius",GER,Germany,Men,sabre team,M,Bronze
Berlin,1936,Fencing,Fencing,"ESSER, Hans",GER,Germany,Men,sabre team,M,Bronze
Berlin,1936,Fencing,Fencing,"HEIM, August",GER,Germany,Men,sabre team,M,Bronze
Berlin,1936,Fencing,Fencing,"JÖRGER, Hans",GER,Germany,Men,sabre team,M,Bronze
Berlin,1936,Fencing,Fencing,"WAHL, Richard",GER,Germany,Men,sabre team,M,Bronze
Berlin,1936,Fencing,Fencing,"BERCZELLY, Tibor",HUN,Hungary,Men,sabre team,M,Gold
Berlin,1936,Fencing,Fencing,"GEREVICH, Aladar",HUN,Hungary,Men,sabre team,M,Gold
Berlin,1936,Fencing,Fencing,"KABOS, Endre",HUN,Hungary,Men,sabre team,M,Gold
Berlin,1936,Fencing,Fencing,"KOVACS, Pal Adam",HUN,Hungary,Men,sabre team,M,Gold
Berlin,1936,Fencing,Fencing,"RAJCSANYI, Laszlo",HUN,Hungary,Men,sabre team,M,Gold
Berlin,1936,Fencing,Fencing,"RAJCZY, Imre",HUN,Hungary,Men,sabre team,M,Gold
Berlin,1936,Fencing,Fencing,"GAUDINI, Giulio",ITA,Italy,Men,sabre team,M,Silver
Berlin,1936,Fencing,Fencing,"MARZI, Gustavo",ITA,Italy,Men,sabre team,M,Silver
Berlin,1936,Fencing,Fencing,"MASCIOTTA, Aldo",ITA,Italy,Men,sabre team,M,Silver
Berlin,1936,Fencing,Fencing,"MONTANO, Aldo",ITA,Italy,Men,sabre team,M,Silver
Berlin,1936,Fencing,Fencing,"PINTON, Vincenzo",ITA,Italy,Men,sabre team,M,Silver
Berlin,1936,Fencing,Fencing,"TANZINI, Athos",ITA,Italy,Men,sabre team,M,Silver
Berlin,1936,Football,Football,"BRUSTAD, Arne",NOR,Norway,Men,football,M,Bronze
Berlin,1936,Football,Football,"ERIKSEN, Nils",NOR,Norway,Men,football,M,Bronze
Berlin,1936,Football,Football,"FRANTZEN, Odd",NOR,Norway,Men,football,M,Bronze
Berlin,1936,Football,Football,"HANSEN, Sverre",NOR,Norway,Men,football,M,Bronze
Berlin,1936,Football,Football,"HOLMBERG, Rolf",NOR,Norway,Men,football,M,Bronze
Berlin,1936,Football,Football,"HOLMSEN, Oivind",NOR,Norway,Men,football,M,Bronze
Berlin,1936,Football,Football,"HORN, Fredrik",NOR,Norway,Men,football,M,Bronze
Berlin,1936,Football,Football,"ISAKSEN, Magnar",NOR,Norway,Men,football,M,Bronze
Berlin,1936,Football,Football,"JOHANSEN, Henry",NOR,Norway,Men,football,M,Bronze
Berlin,1936,Football,Football,"JUVE, Jorgen",NOR,Norway,Men,football,M,Bronze
Berlin,1936,Football,Football,"KVAMMEN, Reidar Osvald",NOR,Norway,Men,football,M,Bronze
Berlin,1936,Football,Football,"MARTINSEN, Alf",NOR,Norway,Men,football,M,Bronze
Berlin,1936,Football,Football,"MONSEN, Magdalon Johannes",NOR,Norway,Men,football,M,Bronze
Berlin,1936,Football,Football,"ULLEBERG, Frithjof",NOR,Norway,Men,football,M,Bronze
Berlin,1936,Football,Football,"BALDO, Giuseppe",ITA,Italy,Men,football,M,Gold
Berlin,1936,Football,Football,"BERTONI, Sergio",ITA,Italy,Men,football,M,Gold
Berlin,1936,Football,Football,"BIAGI, Carlo",ITA,Italy,Men,football,M,Gold
Berlin,1936,Football,Football,"CAPPELLI, Giulio",ITA,Italy,Men,football,M,Gold
Berlin,1936,Football,Football,"FONI, Alfredo",ITA,Italy,Men,football,M,Gold
Berlin,1936,Football,Football,"FROSSI, Annibale",ITA,Italy,Men,football,M,Gold
Berlin,1936,Football,Football,"GABRIOTTI, Francesco",ITA,Italy,Men,football,M,Gold
Berlin,1936,Football,Football,"LOCATELLI, Ugo",ITA,Italy,Men,football,M,Gold
Berlin,1936,Football,Football,"MARCHINI, Libero",ITA,Italy,Men,football,M,Gold
Berlin,1936,Football,Football,"NEGRO, Alfonso",ITA,Italy,Men,football,M,Gold
Berlin,1936,Football,Football,"PICCINI, Achille",ITA,Italy,Men,football,M,Gold
Berlin,1936,Football,Football,"RAVA, Pietro",ITA,Italy,Men,football,M,Gold
Berlin,1936,Football,Football,"SCARABELLO, Luigi",ITA,Italy,Men,football,M,Gold
Berlin,1936,Football,Football,"VENTURINI, Bruno",ITA,Italy,Men,football,M,Gold
Berlin,1936,Football,Football,"FUCHSBERGER, Franz",AUT,Austria,Men,football,M,Silver
Berlin,1936,Football,Football,"HOFMEISTER, Max",AUT,Austria,Men,football,M,Silver
Berlin,1936,Football,Football,"KAINBERGER, Eduard",AUT,Austria,Men,football,M,Silver
Berlin,1936,Football,Football,"KAINBERGER, Karl",AUT,Austria,Men,football,M,Silver
Berlin,1936,Football,Football,"KARGL, Martin",AUT,Austria,Men,football,M,Silver
Berlin,1936,Football,Football,"KITZMÜLLER, Josef",AUT,Austria,Men,football,M,Silver
Berlin,1936,Football,Football,"KRENN, Anton",AUT,Austria,Men,football,M,Silver
Berlin,1936,Football,Football,"KÜNZ, Ernst",AUT,Austria,Men,football,M,Silver
Berlin,1936,Football,Football,"LAUDON, Adolf",AUT,Austria,Men,football,M,Silver
Berlin,1936,Football,Football,"MANDL, Franz",AUT,Austria,Men,football,M,Silver
Berlin,1936,Football,Football,"STEINMETZ, Klement",AUT,Austria,Men,football,M,Silver
Berlin,1936,Football,Football,"WALLMÜLLER, Karl",AUT,Austria,Men,football,M,Silver
Berlin,1936,Football,Football,"WERGINZ, Walter",AUT,Austria,Men,football,M,Silver
Berlin,1936,Gymnastics,Artistic G.,"FREY, Konrad",GER,Germany,Men,floor exercises,M,Bronze
Berlin,1936,Gymnastics,Artistic G.,"MACK, Eugen",SUI,Switzerland,Men,floor exercises,M,Bronze
Berlin,1936,Gymnastics,Artistic G.,"MIEZ, Georges",SUI,Switzerland,Men,floor exercises,M,Gold
Berlin,1936,Gymnastics,Artistic G.,"WALTER, Josef",SUI,Switzerland,Men,floor exercises,M,Silver
Berlin,1936,Gymnastics,Artistic G.,"SCHWARZMANN, Karl-Alfred",GER,Germany,Men,horizontal bar,M,Bronze
Berlin,1936,Gymnastics,Artistic G.,"SAARVALA, Aleksanteri",FIN,Finland,Men,horizontal bar,M,Gold
Berlin,1936,Gymnastics,Artistic G.,"FREY, Konrad",GER,Germany,Men,horizontal bar,M,Silver
Berlin,1936,Gymnastics,Artistic G.,"FREY, Konrad",GER,Germany,Men,individual all-round,M,Bronze
Berlin,1936,Gymnastics,Artistic G.,"SCHWARZMANN, Karl-Alfred",GER,Germany,Men,individual all-round,M,Gold
Berlin,1936,Gymnastics,Artistic G.,"MACK, Eugen",SUI,Switzerland,Men,individual all-round,M,Silver
Berlin,1936,Gymnastics,Artistic G.,"SCHWARZMANN, Karl-Alfred",GER,Germany,Men,parallel bars,M,Bronze
Berlin,1936,Gymnastics,Artistic G.,"FREY, Konrad",GER,Germany,Men,parallel bars,M,Gold
Berlin,1936,Gymnastics,Artistic G.,"REUSCH, Michael",SUI,Switzerland,Men,parallel bars,M,Silver
Berlin,1936,Gymnastics,Artistic G.,"BACHMANN, Albert",SUI,Switzerland,Men,pommel horse,M,Bronze
Berlin,1936,Gymnastics,Artistic G.,"FREY, Konrad",GER,Germany,Men,pommel horse,M,Gold
Berlin,1936,Gymnastics,Artistic G.,"MACK, Eugen",SUI,Switzerland,Men,pommel horse,M,Silver
Berlin,1936,Gymnastics,Artistic G.,"VOLZ, Matthias Max",GER,Germany,Men,rings,M,Bronze
Berlin,1936,Gymnastics,Artistic G.,"HUDEC, Alois",TCH,Czech Republic,Men,rings,M,Gold
Berlin,1936,Gymnastics,Artistic G.,"STUKELJ, Leon",YUG,Yugoslavia,Men,rings,M,Silver
Berlin,1936,Gymnastics,Artistic G.,"NYBERG-NOROMA, Mauri Kalervo",FIN,Finland,Men,team competition,M,Bronze
Berlin,1936,Gymnastics,Artistic G.,"PAKARINEN, Veikko Ilmari",FIN,Finland,Men,team competition,M,Bronze
Berlin,1936,Gymnastics,Artistic G.,"SAARVALA, Aleksanteri",FIN,Finland,Men,team competition,M,Bronze
Berlin,1936,Gymnastics,Artistic G.,"SAVOLAINEN, Heikki",FIN,Finland,Men,team competition,M,Bronze
Berlin,1936,Gymnastics,Artistic G.,"SEESTE, Esa",FIN,Finland,Men,team competition,M,Bronze
Berlin,1936,Gymnastics,Artistic G.,"TERÄSVIRTA, Einari Allan",FIN,Finland,Men,team competition,M,Bronze
Berlin,1936,Gymnastics,Artistic G.,"TUKIAINEN, Eino",FIN,Finland,Men,team competition,M,Bronze
Berlin,1936,Gymnastics,Artistic G.,"UOSIKKINEN, Martti",FIN,Finland,Men,team competition,M,Bronze
Berlin,1936,Gymnastics,Artistic G.,"BECKERT, Franz Ernst",GER,Germany,Men,team competition,M,Gold
Berlin,1936,Gymnastics,Artistic G.,"FREY, Konrad",GER,Germany,Men,team competition,M,Gold
Berlin,1936,Gymnastics,Artistic G.,"SCHWARZMANN, Karl-Alfred",GER,Germany,Men,team competition,M,Gold
Berlin,1936,Gymnastics,Artistic G.,"STADEL, Willi Friedrich",GER,Germany,Men,team competition,M,Gold
Berlin,1936,Gymnastics,Artistic G.,"STANGL, Innozenz (Inno)",GER,Germany,Men,team competition,M,Gold
Berlin,1936,Gymnastics,Artistic G.,"STEFFENS, Walter Johan",GER,Germany,Men,team competition,M,Gold
Berlin,1936,Gymnastics,Artistic G.,"VOLZ, Matthias Max",GER,Germany,Men,team competition,M,Gold
Berlin,1936,Gymnastics,Artistic G.,"WINTER, Ernst Friedrich",GER,Germany,Men,team competition,M,Gold
Berlin,1936,Gymnastics,Artistic G.,"BACH, Walter",SUI,Switzerland,Men,team competition,M,Silver
Berlin,1936,Gymnastics,Artistic G.,"BACHMANN, Albert",SUI,Switzerland,Men,team competition,M,Silver
Berlin,1936,Gymnastics,Artistic G.,"BECK, Walter",SUI,Switzerland,Men,team competition,M,Silver
Berlin,1936,Gymnastics,Artistic G.,"MACK, Eugen",SUI,Switzerland,Men,team competition,M,Silver
Berlin,1936,Gymnastics,Artistic G.,"MIEZ, Georges",SUI,Switzerland,Men,team competition,M,Silver
Berlin,1936,Gymnastics,Artistic G.,"REUSCH, Michael",SUI,Switzerland,Men,team competition,M,Silver
Berlin,1936,Gymnastics,Artistic G.,"STEINEMANN, Eduard",SUI,Switzerland,Men,team competition,M,Silver
Berlin,1936,Gymnastics,Artistic G.,"WALTER, Josef",SUI,Switzerland,Men,team competition,M,Silver
Berlin,1936,Gymnastics,Artistic G.,"CSILLIK, Margit",HUN,Hungary,Women,team competition,W,Bronze
Berlin,1936,Gymnastics,Artistic G.,"KALOCSAI, Margit",HUN,Hungary,Women,team competition,W,Bronze
Berlin,1936,Gymnastics,Artistic G.,"MADARY, Ilona",HUN,Hungary,Women,team competition,W,Bronze
Berlin,1936,Gymnastics,Artistic G.,"MESZAROS, Gabriella",HUN,Hungary,Women,team competition,W,Bronze
Berlin,1936,Gymnastics,Artistic G.,"NAGY-SANDOR, Margit",HUN,Hungary,Women,team competition,W,Bronze
Berlin,1936,Gymnastics,Artistic G.,"TÖRÖS, Olga",HUN,Hungary,Women,team competition,W,Bronze
Berlin,1936,Gymnastics,Artistic G.,"TÖTH, Judith",HUN,Hungary,Women,team competition,W,Bronze
Berlin,1936,Gymnastics,Artistic G.,"VOIT, Eszter",HUN,Hungary,Women,team competition,W,Bronze
Berlin,1936,Gymnastics,Artistic G.,"BÄRWIRTH, Anita",GER,Germany,Women,team competition,W,Gold
Berlin,1936,Gymnastics,Artistic G.,"BÜRGER, Erna",GER,Germany,Women,team competition,W,Gold
Berlin,1936,Gymnastics,Artistic G.,"FRÖLIAN, Isolde",GER,Germany,Women,team competition,W,Gold
Berlin,1936,Gymnastics,Artistic G.,"IBY, Friederike (Friedl)",GER,Germany,Women,team competition,W,Gold
