City,Edition,Sport,Discipline,Athlete,NOC,Country,Gender,Event,Event_gender,Medal
Paris,1900,Athletics,Athletics,"ORTON, George",CAN,Canada,Men,400m hurdles,M,Bronze
Paris,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,United States,Men,400m hurdles,M,Gold
Paris,1900,Athletics,Athletics,"TAUZIN, Henri",FRA,France,Men,400m hurdles,M,Silver
Paris,1900,Athletics,Athletics,"BENNETT, Charles",ZZX,Mixed Teams,Men,5000m team,M,Gold
Paris,1900,Athletics,Athletics,"RIMMER, John",ZZX,Mixed Teams,Men,5000m team,M,Gold
Paris,1900,Athletics,Athletics,"ROBINSON, Sidney",ZZX,Mixed Teams,Men,5000m team,M,Gold
Paris,1900,Athletics,Athletics,"ROWLEY, Stanley",ZZX,Mixed Teams,Men,5000m team,M,Gold
Paris,1900,Athletics,Athletics,"TYSOE, Alfred",ZZX,Mixed Teams,Men,5000m team,M,Gold
Paris,1900,Athletics,Athletics,"CASTANET, André",FRA,France,Men,5000m team,M,Silver
Paris,1900,Athletics,Athletics,"CHAMPOUDRY, Michel",FRA,France,Men,5000m team,M,Silver
Paris,1900,Athletics,Athletics,"CHASTANIE, Jacques",FRA,France,Men,5000m team,M,Silver
Paris,1900,Athletics,Athletics,"DELOGE, Henri",FRA,France,Men,5000m team,M,Silver
Paris,1900,Athletics,Athletics,"RAGUENEAU, Gaston",FRA,France,Men,5000m team,M,Silver
Paris,1900,Athletics,Athletics,"ROWLEY, Stanley",AUS,Australia,Men,60m,M,Bronze
Paris,1900,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,United States,Men,60m,M,Gold
Paris,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,United States,Men,60m,M,Silver
Paris,1900,Athletics,Athletics,"HALL, David",USA,United States,Men,800m,M,Bronze
Paris,1900,Athletics,Athletics,"TYSOE, Alfred",GBR,United Kingdom,Men,800m,M,Gold
Paris,1900,Athletics,Athletics,"CREGAN, John",USA,United States,Men,800m,M,Silver
Paris,1900,Athletics,Athletics,"SHELDON, Richard",USA,United States,Men,discus throw,M,Bronze
Paris,1900,Athletics,Athletics,"BAUER, Rudolf",HUN,Hungary,Men,discus throw,M,Gold
Paris,1900,Athletics,Athletics,"JANDA, Frantisek",BOH,Bohemia,Men,discus throw,M,Silver
Paris,1900,Athletics,Athletics,"MCCRACKEN, Josiah",USA,United States,Men,hammer throw,M,Bronze
Paris,1900,Athletics,Athletics,"FLANAGAN, John Jesus",USA,United States,Men,hammer throw,M,Gold
Paris,1900,Athletics,Athletics,"HARE, Thomas Truxton",USA,United States,Men,hammer throw,M,Silver
Paris,1900,Athletics,Athletics,"GÖNCZY, Lajos",HUN,Hungary,Men,high jump,M,Bronze
Paris,1900,Athletics,Athletics,"BAXTER, Irving",USA,United States,Men,high jump,M,Gold
Paris,1900,Athletics,Athletics,"LEAHY, Patrick Joseph",GBR,United Kingdom,Men,high jump,M,Silver
Paris,1900,Athletics,Athletics,"SHELDON, Lewis Pendleton",USA,United States,Men,"high jump, standing",M,Bronze
Paris,1900,Athletics,Athletics,"EWRY, Ray",USA,United States,Men,"high jump, standing",M,Gold
Paris,1900,Athletics,Athletics,"BAXTER, Irving",USA,United States,Men,"high jump, standing",M,Silver
Paris,1900,Athletics,Athletics,"LEAHY, Patrick Joseph",GBR,United Kingdom,Men,long jump,M,Bronze
Paris,1900,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,United States,Men,long jump,M,Gold
Paris,1900,Athletics,Athletics,"PRINSTEIN, Meyer",USA,United States,Men,long jump,M,Silver
Paris,1900,Athletics,Athletics,"TORCHEBOEUF, Emile",FRA,France,Men,"long jump, standing",M,Bronze
Paris,1900,Athletics,Athletics,"EWRY, Ray",USA,United States,Men,"long jump, standing",M,Gold
Paris,1900,Athletics,Athletics,"BAXTER, Irving",USA,United States,Men,"long jump, standing",M,Silver
Paris,1900,Athletics,Athletics,"FAST, Ernst",SWE,Sweden,Men,marathon,M,Bronze
Paris,1900,Athletics,Athletics,"THEATO, Michel",FRA,France,Men,marathon,M,Gold
Paris,1900,Athletics,Athletics,"CHAMPION, Emile",FRA,France,Men,marathon,M,Silver
Paris,1900,Athletics,Athletics,"ANDERSEN, Carl Albert",NOR,Norway,Men,pole vault,M,Bronze
Paris,1900,Athletics,Athletics,"BAXTER, Irving",USA,United States,Men,pole vault,M,Gold
Paris,1900,Athletics,Athletics,"COLKETT, Meredith Bright",USA,United States,Men,pole vault,M,Silver
Paris,1900,Athletics,Athletics,"GARRETT, Robert",USA,United States,Men,shot put,M,Bronze
Paris,1900,Athletics,Athletics,"SHELDON, Richard",USA,United States,Men,shot put,M,Gold
Paris,1900,Athletics,Athletics,"MCCRACKEN, Josiah",USA,United States,Men,shot put,M,Silver
Paris,1900,Athletics,Athletics,"SHELDON, Lewis Pendleton",USA,United States,Men,triple jump,M,Bronze
Paris,1900,Athletics,Athletics,"PRINSTEIN, Meyer",USA,United States,Men,triple jump,M,Gold
Paris,1900,Athletics,Athletics,"CONNOLLY, James",USA,United States,Men,triple jump,M,Silver
Paris,1900,Athletics,Athletics,"GARRETT, Robert",USA,United States,Men,"triple jump, standing",M,Bronze
Paris,1900,Athletics,Athletics,"EWRY, Ray",USA,United States,Men,"triple jump, standing",M,Gold
Paris,1900,Athletics,Athletics,"BAXTER, Irving",USA,United States,Men,"triple jump, standing",M,Silver
Paris,1900,Basque Pelota,Basque Pelota,"De AMEZOLA y ASPIZUA, José",ESP,Spain,Men,cesta punta,M,Gold
Paris,1900,Basque Pelota,Basque Pelota,"VILLOTA BAQUIOLA, Francisco",ESP,Spain,Men,cesta punta,M,Gold
Paris,1900,Basque Pelota,Basque Pelota,"DURQUETTY, Maurice",FRA,France,Men,cesta punta,M,Silver
Paris,1900,Basque Pelota,Basque Pelota,ETCHEGARAY,FRA,France,Men,cesta punta,M,Silver
Paris,1900,Cricket,Cricket,"BEACHCROFT, Charles",GBR,United Kingdom,Men,cricket,M,Gold
Paris,1900,Cricket,Cricket,"BIRKETT, Arthur Ernest",GBR,United Kingdom,Men,cricket,M,Gold
Paris,1900,Cricket,Cricket,"BOWERMAN, Alfred James",GBR,United Kingdom,Men,cricket,M,Gold
Paris,1900,Cricket,Cricket,"BUCKLEY, George John",GBR,United Kingdom,Men,cricket,M,Gold
Paris,1900,Cricket,Cricket,"BURCHELL, Francis Romulus",GBR,United Kingdom,Men,cricket,M,Gold
Paris,1900,Cricket,Cricket,"CHRISTIAN, Frederick William",GBR,United Kingdom,Men,cricket,M,Gold
Paris,1900,Cricket,Cricket,"CORNER, Harry Richard",GBR,United Kingdom,Men,cricket,M,Gold
Paris,1900,Cricket,Cricket,"CUMING, Frederick Wlliam",GBR,United Kingdom,Men,cricket,M,Gold
Paris,1900,Cricket,Cricket,"DONNE, William Stephen",GBR,United Kingdom,Men,cricket,M,Gold
Paris,1900,Cricket,Cricket,"POWLESLAND, Alfred James",GBR,United Kingdom,Men,cricket,M,Gold
Paris,1900,Cricket,Cricket,"SYMES, John",GBR,United Kingdom,Men,cricket,M,Gold
Paris,1900,Cricket,Cricket,"TOLLER, Montagu Henry",GBR,United Kingdom,Men,cricket,M,Gold
Paris,1900,Cricket,Cricket,"ANDERSON, W.",FRA,France,Men,cricket,M,Silver
Paris,1900,Cricket,Cricket,"ATTRILL, W.T.",FRA,France,Men,cricket,M,Silver
Paris,1900,Cricket,Cricket,"BRAID, J.",FRA,France,Men,cricket,M,Silver
Paris,1900,Cricket,Cricket,"BROWNING, W.",FRA,France,Men,cricket,M,Silver
Paris,1900,Cricket,Cricket,"HORNE, R.",FRA,France,Men,cricket,M,Silver
Paris,1900,Cricket,Cricket,"JORDAN, T.H.",FRA,France,Men,cricket,M,Silver
Paris,1900,Cricket,Cricket,"MCEVOY, A.",FRA,France,Men,cricket,M,Silver
Paris,1900,Cricket,Cricket,"ROBINSON, D.",FRA,France,Men,cricket,M,Silver
Paris,1900,Cricket,Cricket,"ROQUES, F.",FRA,France,Men,cricket,M,Silver
Paris,1900,Cricket,Cricket,"SCHNEIDAU, A.J.",FRA,France,Men,cricket,M,Silver
Paris,1900,Cricket,Cricket,"TERRY, Henry John",FRA,France,Men,cricket,M,Silver
Paris,1900,Cricket,Cricket,"TOMALIN, P.H.",FRA,France,Men,cricket,M,Silver
Paris,1900,Croquet,Croquet,AUMOITTE,FRA,France,Men,double,M,Gold
Paris,1900,Croquet,Croquet,JOHIN,FRA,France,Men,double,M,Gold
Paris,1900,Croquet,Croquet,WAYDELICH,FRA,France,Men,individual 1 ball,M,Bronze
Paris,1900,Croquet,Croquet,AUMOITTE,FRA,France,Men,individual 1 ball,M,Gold
Paris,1900,Croquet,Croquet,JOHIN,FRA,France,Men,individual 1 ball,M,Silver
Paris,1900,Croquet,Croquet,SAUTREAU,FRA,France,Men,individual 2 balls,M,Bronze
Paris,1900,Croquet,Croquet,WAYDELICH,FRA,France,Men,individual 2 balls,M,Gold
Paris,1900,Croquet,Croquet,VIGNEROT,FRA,France,Men,individual 2 balls,M,Silver
Paris,1900,Cycling,Cycling Track,"DAUMAIN, .....",FRA,France,Men,25 kilometres,M,Bronze
Paris,1900,Cycling,Cycling Track,"BASTIEN, Louis",FRA,France,Men,25 kilometres,M,Gold
Paris,1900,Cycling,Cycling Track,"HILDEBRAND, Louis",FRA,France,Men,25 kilometres,M,Silver
Paris,1900,Cycling,Cycling Track,"LAKE, John Henry",USA,United States,Men,Sprint indivual,M,Bronze
Paris,1900,Cycling,Cycling Track,"TAILLANDIER, Georges",FRA,France,Men,Sprint indivual,M,Gold
Paris,1900,Cycling,Cycling Track,"SANZ, Fernand",FRA,France,Men,Sprint indivual,M,Silver
Paris,1900,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Belgium,Men,high jump,X,Bronze
Paris,1900,Equestrian,Jumping,"GARDERES, Dominique Maximien",FRA,France,Men,high jump,X,Gold
Paris,1900,Equestrian,Jumping,"TRISSINO, Gian Giorgio",ITA,Italy,Men,high jump,X,Gold
Paris,1900,Equestrian,Jumping,"DE CHAMPSAVIN, Louis",FRA,France,Men,individual,X,Bronze
Paris,1900,Equestrian,Jumping,"HAEGEMAN, Aimé",BEL,Belgium,Men,individual,X,Gold
Paris,1900,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Belgium,Men,individual,X,Silver
Paris,1900,Equestrian,Jumping,DE BELLEGARDE,FRA,France,Men,long jump individual,X,Bronze
Paris,1900,Equestrian,Jumping,"VAN LANGHENDONCK, Constant",BEL,Belgium,Men,long jump individual,X,Gold
Paris,1900,Equestrian,Jumping,"TRISSINO, Gian Giorgio",ITA,Italy,Men,long jump individual,X,Silver
Paris,1900,Fencing,Fencing,"SEE, Léon",FRA,France,Men,épée individual,M,Bronze
Paris,1900,Fencing,Fencing,"FONST, Ramon",CUB,Cuba,Men,épée individual,M,Gold
Paris,1900,Fencing,Fencing,"PERREE, Louis",FRA,France,Men,épée individual,M,Silver
Paris,1900,Fencing,Fencing,"SEE, Léon",FRA,France,Men,"épée, amateurs and masters",M,Bronze
Paris,1900,Fencing,Fencing,"AYAT, Albert",FRA,France,Men,"épée, amateurs and masters",M,Gold
Paris,1900,Fencing,Fencing,"FONST, Ramon",CUB,Cuba,Men,"épée, amateurs and masters",M,Silver
Paris,1900,Fencing,Fencing,"LAURENT, Henri",FRA,France,Men,"épée, masters",M,Bronze
Paris,1900,Fencing,Fencing,"AYAT, Albert",FRA,France,Men,"épée, masters",M,Gold
Paris,1900,Fencing,Fencing,"BOUGNOL, Emile",FRA,France,Men,"épée, masters",M,Silver
Paris,1900,Fencing,Fencing,"BOULENGER, Marcel Jacques",FRA,France,Men,foil individual,M,Bronze
Paris,1900,Fencing,Fencing,"COSTE, Emile",FRA,France,Men,foil individual,M,Gold
Paris,1900,Fencing,Fencing,"MASSON, Henri",FRA,France,Men,foil individual,M,Silver
Paris,1900,Fencing,Fencing,"MIMIAGUE, Jean-Baptiste",FRA,France,Men,"foil, masters",M,Bronze
Paris,1900,Fencing,Fencing,"MERIGNAC, Lucien",FRA,France,Men,"foil, masters",M,Gold
Paris,1900,Fencing,Fencing,"KIRCHHOFFER, Alphonse",FRA,France,Men,"foil, masters",M,Silver
Paris,1900,Fencing,Fencing,"FLESCH, Siegfried",AUT,Austria,Men,sabre individual,M,Bronze
Paris,1900,Fencing,Fencing,"DE LA FALAISE, Georges",FRA,France,Men,sabre individual,M,Gold
Paris,1900,Fencing,Fencing,"THIEBAUT, Léon",FRA,France,Men,sabre individual,M,Silver
Paris,1900,Fencing,Fencing,"NERALIC, Milan",AUT,Austria,Men,"sabre, masters",M,Bronze
Paris,1900,Fencing,Fencing,"CONTE, Antonio",ITA,Italy,Men,"sabre, masters",M,Gold
Paris,1900,Fencing,Fencing,"SANTELLI, Italo",ITA,Italy,Men,"sabre, masters",M,Silver
Paris,1900,Football,Football,"DELBECQUE, Albert",BEL,Belgium,Men,football,M,Bronze
Paris,1900,Football,Football,"KELECOM, R.",BEL,Belgium,Men,football,M,Bronze
Paris,1900,Football,Football,"LEBOUTTE, Marcel",BEL,Belgium,Men,football,M,Bronze
Paris,1900,Football,Football,LONDOT,BEL,Belgium,Men,football,M,Bronze
Paris,1900,Football,Football,"MOREAU, Ernest",BEL,Belgium,Men,football,M,Bronze
Paris,1900,Football,Football,"NEEFS, E.",BEL,Belgium,Men,football,M,Bronze
Paris,1900,Football,Football,"PELGRIMS, Georges",BEL,Belgium,Men,football,M,Bronze
Paris,1900,Football,Football,"RENIER, Alphonse",BEL,Belgium,Men,football,M,Bronze
Paris,1900,Football,Football,"SPANNOGHE, E.",BEL,Belgium,Men,football,M,Bronze
Paris,1900,Football,Football,"THORNTON, Erich",BEL,Belgium,Men,football,M,Bronze
Paris,1900,Football,Football,VAN HEUCKELUM,BEL,Belgium,Men,football,M,Bronze
Paris,1900,Football,Football,"BUCKENHAM, Claude Percy",GBR,United Kingdom,Men,football,M,Gold
Paris,1900,Football,Football,"BURRIDGE, T.E.",GBR,United Kingdom,Men,football,M,Gold
Paris,1900,Football,Football,"CHALK, Alfred Ernest",GBR,United Kingdom,Men,football,M,Gold
Paris,1900,Football,Football,"GROSLING, William Sullivan",GBR,United Kingdom,Men,football,M,Gold
Paris,1900,Football,Football,"HASLAM, A.",GBR,United Kingdom,Men,football,M,Gold
Paris,1900,Football,Football,"JONES, J.H.",GBR,United Kingdom,Men,football,M,Gold
Paris,1900,Football,Football,"NICHOLAS, J.",GBR,United Kingdom,Men,football,M,Gold
Paris,1900,Football,Football,"QUASH, William Francis",GBR,United Kingdom,Men,football,M,Gold
Paris,1900,Football,Football,"SPACKMAN, F.G.",GBR,United Kingdom,Men,football,M,Gold
Paris,1900,Football,Football,"TURNER, R.R.",GBR,United Kingdom,Men,football,M,Gold
Paris,1900,Football,Football,"ZEALLEY, James Edward",GBR,United Kingdom,Men,football,M,Gold
Paris,1900,Football,Football,"ALLEMANE, Pierre",FRA,France,Men,football,M,Silver
Paris,1900,Football,Football,BACH,FRA,France,Men,football,M,Silver
Paris,1900,Football,Football,"BLOCH, Jean",FRA,France,Men,football,M,Silver
Paris,1900,Football,Football,"CANELLE, Fernand",FRA,France,Men,football,M,Silver
Paris,1900,Football,Football,DUPARC,FRA,France,Men,football,M,Silver
Paris,1900,Football,Football,FRAYSSE,FRA,France,Men,football,M,Silver
Paris,1900,Football,Football,GAILLARD,FRA,France,Men,football,M,Silver
Paris,1900,Football,Football,"GARNIER, René",FRA,France,Men,football,M,Silver
Paris,1900,Football,Football,GRANDJEAN,FRA,France,Men,football,M,Silver
Paris,1900,Football,Football,HUTEAU,FRA,France,Men,football,M,Silver
Paris,1900,Football,Football,LAMBERT,FRA,France,Men,football,M,Silver
Paris,1900,Football,Football,MACAIRE,FRA,France,Men,football,M,Silver
Paris,1900,Football,Football,PELTIER,FRA,France,Men,football,M,Silver
Paris,1900,Golf,Golf,"ROBERTSON, David Donaldson",GBR,United Kingdom,Men,individual,M,Bronze
Paris,1900,Golf,Golf,"SANDS, Charles Edward",USA,United States,Men,individual,M,Gold
Paris,1900,Golf,Golf,"RUTHERFORD, Walter",GBR,United Kingdom,Men,individual,M,Silver
Paris,1900,Golf,Golf,"PRATT, Daria",USA,United States,Women,individual,W,Bronze
Paris,1900,Golf,Golf,"ABBOTT, Margaret Ives",USA,United States,Women,individual,W,Gold
Paris,1900,Golf,Golf,"WHITTIER, Pauline",USA,United States,Women,individual,W,Silver
Paris,1900,Gymnastics,Artistic G.,"DEMANET, Lucien",FRA,France,Men,individual all-round,M,Bronze
Paris,1900,Gymnastics,Artistic G.,"SANDRAS, Gustave",FRA,France,Men,individual all-round,M,Gold
Paris,1900,Gymnastics,Artistic G.,"BAS, Noël",FRA,France,Men,individual all-round,M,Silver
Paris,1900,Polo,Polo,"BOUSSOD, Jean",ZZX,Mixed Teams,Men,polo,M,Bronze
Paris,1900,Polo,Polo,"DUC DE BISACCIA, Louis",ZZX,Mixed Teams,Men,polo,M,Bronze
Paris,1900,Polo,Polo,"FAUQUET LEMAITRE, A.",ZZX,Mixed Teams,Men,polo,M,Bronze
Paris,1900,Polo,Polo,"RAOUL-DUVAL, Maurice",ZZX,Mixed Teams,Men,polo,M,Bronze
Paris,1900,Polo,Polo,"DALY, Dennis",ZZX,Mixed Teams,Men,polo,M,Gold
Paris,1900,Polo,Polo,"KEENE, Foxhall Parker",ZZX,Mixed Teams,Men,polo,M,Gold
Paris,1900,Polo,Polo,"MACKEY, Frank Jay",ZZX,Mixed Teams,Men,polo,M,Gold
Paris,1900,Polo,Polo,"RAWLINSON, Alfred",ZZX,Mixed Teams,Men,polo,M,Gold
Paris,1900,Polo,Polo,"BUCKMASTER, Walter Selby",ZZX,Mixed Teams,Men,polo,M,Silver
Paris,1900,Polo,Polo,"COMTE DE MADRE, José Pierre M.J.",ZZX,Mixed Teams,Men,polo,M,Silver
Paris,1900,Polo,Polo,"FREAKE, Frederick Maitland",ZZX,Mixed Teams,Men,polo,M,Silver
Paris,1900,Polo,Polo,"MCCREERY, Walter Adolph",ZZX,Mixed Teams,Men,polo,M,Silver
Paris,1900,Rowing,Rowing,"BRANDT, Francois Antoine",NED,Netherlands,Men,eight with coxswain (8+),M,Bronze
Paris,1900,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",NED,Netherlands,Men,eight with coxswain (8+),M,Bronze
Paris,1900,Rowing,Rowing,"KLEIN, Roelof",NED,Netherlands,Men,eight with coxswain (8+),M,Bronze
Paris,1900,Rowing,Rowing,"LEEGSTRA, Ruud Gerbens",NED,Netherlands,Men,eight with coxswain (8+),M,Bronze
Paris,1900,Rowing,Rowing,"MIDDELBERG, Walter",NED,Netherlands,Men,eight with coxswain (8+),M,Bronze
Paris,1900,Rowing,Rowing,"OFFERHAUS, Hendrik Karel",NED,Netherlands,Men,eight with coxswain (8+),M,Bronze
Paris,1900,Rowing,Rowing,"THIJSSEN, Walter",NED,Netherlands,Men,eight with coxswain (8+),M,Bronze
Paris,1900,Rowing,Rowing,"TROMP, Henricus",NED,Netherlands,Men,eight with coxswain (8+),M,Bronze
Paris,1900,Rowing,Rowing,"VAN DIJK, Johannes Wilhelmus Maria",NED,Netherlands,Men,eight with coxswain (8+),M,Bronze
Paris,1900,Rowing,Rowing,"ABELL, Louis",USA,United States,Men,eight with coxswain (8+),M,Gold
Paris,1900,Rowing,Rowing,"CARR, William",USA,United States,Men,eight with coxswain (8+),M,Gold
Paris,1900,Rowing,Rowing,"DEBAECKE, Harry",USA,United States,Men,eight with coxswain (8+),M,Gold
Paris,1900,Rowing,Rowing,"EXLEY, John",USA,United States,Men,eight with coxswain (8+),M,Gold
Paris,1900,Rowing,Rowing,"GEIGER, John",USA,United States,Men,eight with coxswain (8+),M,Gold
Paris,1900,Rowing,Rowing,"HEDLEY, Edward",USA,United States,Men,eight with coxswain (8+),M,Gold
Paris,1900,Rowing,Rowing,"JUVENAL, James",USA,United States,Men,eight with coxswain (8+),M,Gold
Paris,1900,Rowing,Rowing,"LOCKWOOD, Roscoe",USA,United States,Men,eight with coxswain (8+),M,Gold
Paris,1900,Rowing,Rowing,"MARSH, Edward",USA,United States,Men,eight with coxswain (8+),M,Gold
Paris,1900,Rowing,Rowing,"BRUGGEMAN, Prospère",BEL,Belgium,Men,eight with coxswain (8+),M,Silver
Paris,1900,Rowing,Rowing,"DE BISSCHOP, Jules",BEL,Belgium,Men,eight with coxswain (8+),M,Silver
Paris,1900,Rowing,Rowing,"DE COCK, Oscar",BEL,Belgium,Men,eight with coxswain (8+),M,Silver
Paris,1900,Rowing,Rowing,"DE SOMVILLE, Oscar Charles",BEL,Belgium,Men,eight with coxswain (8+),M,Silver
Paris,1900,Rowing,Rowing,"HEMELSOET, Maurice",BEL,Belgium,Men,eight with coxswain (8+),M,Silver
Paris,1900,Rowing,Rowing,"ODBERG, Frank",BEL,Belgium,Men,eight with coxswain (8+),M,Silver
Paris,1900,Rowing,Rowing,"VAN CROMBRUGGHE, Marcel Lucien",BEL,Belgium,Men,eight with coxswain (8+),M,Silver
Paris,1900,Rowing,Rowing,"VAN LANDEGHEM, Alfred",BEL,Belgium,Men,eight with coxswain (8+),M,Silver
Paris,1900,Rowing,Rowing,"VERDONCK, Maurice",BEL,Belgium,Men,eight with coxswain (8+),M,Silver
Paris,1900,Rowing,Rowing,"CARSTENS, Wilhelm",GER,Germany,Men,four-oared shell with coxswain (4-),M,Bronze
Paris,1900,Rowing,Rowing,"FELLE, Ernst",GER,Germany,Men,four-oared shell with coxswain (4-),M,Bronze
Paris,1900,Rowing,Rowing,"FICKEISEN, Otto",GER,Germany,Men,four-oared shell with coxswain (4-),M,Bronze
Paris,1900,Rowing,Rowing,"KÖRNER, Julius",GER,Germany,Men,four-oared shell with coxswain (4-),M,Bronze
Paris,1900,Rowing,Rowing,"KRÖWERATH, Franz",GER,Germany,Men,four-oared shell with coxswain (4-),M,Bronze
Paris,1900,Rowing,Rowing,"LEHLE, Carl",GER,Germany,Men,four-oared shell with coxswain (4-),M,Bronze
Paris,1900,Rowing,Rowing,"MÖLLER, Adolf",GER,Germany,Men,four-oared shell with coxswain (4-),M,Bronze
Paris,1900,Rowing,Rowing,"MOTHS, Gustav Adolf",GER,Germany,Men,four-oared shell with coxswain (4-),M,Bronze
Paris,1900,Rowing,Rowing,"RÜSTER, Hugo",GER,Germany,Men,four-oared shell with coxswain (4-),M,Bronze
Paris,1900,Rowing,Rowing,"WILKER, Hermann",GER,Germany,Men,four-oared shell with coxswain (4-),M,Bronze
Paris,1900,Rowing,Rowing,"BOUCKAERT, Henri",FRA,France,Men,four-oared shell with coxswain (4-),M,Gold
Paris,1900,Rowing,Rowing,"CAU, Jean",FRA,France,Men,four-oared shell with coxswain (4-),M,Gold
Paris,1900,Rowing,Rowing,CHARLOT,FRA,France,Men,four-oared shell with coxswain (4-),M,Gold
Paris,1900,Rowing,Rowing,"DELCHAMBRE, Emile",FRA,France,Men,four-oared shell with coxswain (4-),M,Gold
Paris,1900,Rowing,Rowing,"GOSSLER, Carl Heinrich",GER,Germany,Men,four-oared shell with coxswain (4-),M,Gold
Paris,1900,Rowing,Rowing,"GOSSLER, Gustav Ludwig",GER,Germany,Men,four-oared shell with coxswain (4-),M,Gold
Paris,1900,Rowing,Rowing,"GOSSLER, Oscar",GER,Germany,Men,four-oared shell with coxswain (4-),M,Gold
Paris,1900,Rowing,Rowing,"HAZEBROUCK, Henri",FRA,France,Men,four-oared shell with coxswain (4-),M,Gold
Paris,1900,Rowing,Rowing,"KATZENSTEIN, Walther",GER,Germany,Men,four-oared shell with coxswain (4-),M,Gold
Paris,1900,Rowing,Rowing,"TIETGENS, Waldemar",GER,Germany,Men,four-oared shell with coxswain (4-),M,Gold
Paris,1900,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",NED,Netherlands,Men,four-oared shell with coxswain (4-),M,Silver
Paris,1900,Rowing,Rowing,"HIEBENDAAI, Coenraad Christiaan",NED,Netherlands,Men,four-oared shell with coxswain (4-),M,Silver
Paris,1900,Rowing,Rowing,"LOTSY, Gerhard Oswald",NED,Netherlands,Men,four-oared shell with coxswain (4-),M,Silver
Paris,1900,Rowing,Rowing,"LOTSY, Paulus Jan",NED,Netherlands,Men,four-oared shell with coxswain (4-),M,Silver
Paris,1900,Rowing,Rowing,"LUMPP, Georges",FRA,France,Men,four-oared shell with coxswain (4-),M,Silver
Paris,1900,Rowing,Rowing,"PERRIN, Charles",FRA,France,Men,four-oared shell with coxswain (4-),M,Silver
Paris,1900,Rowing,Rowing,"SOUBEYRAN, Daniel",FRA,France,Men,four-oared shell with coxswain (4-),M,Silver
Paris,1900,Rowing,Rowing,"TERWOGT, Johannes Hester Lambertus",NED,Netherlands,Men,four-oared shell with coxswain (4-),M,Silver
Paris,1900,Rowing,Rowing,"WEGELIN, Emile",FRA,France,Men,four-oared shell with coxswain (4-),M,Silver
Paris,1900,Rowing,Rowing,"DELTOUR, Carlos",FRA,France,Men,pair-oared shell with coxswain (2+),M,Bronze
Paris,1900,Rowing,Rowing,"PAOLI, Raoul",FRA,France,Men,pair-oared shell with coxswain (2+),M,Bronze
Paris,1900,Rowing,Rowing,"VEDRENNE, Antoine Erneste",FRA,France,Men,pair-oared shell with coxswain (2+),M,Bronze
